employee_id,age,years_experience,weekly_work_hours,meetings_per_week,emails_sent_per_day,projects_handled,remote_days_per_month,sleep_hours,stress_level,exercise_hours_week,sick_leaves_year,productivity_score,burnout_risk_score
536,46,17,66,16,184,7,14,8.150665834851894,8,8.904695739838898,6,67.50990141342892,44.196418112456705
537,42,13,49,4,42,5,16,8.045761442200147,6,5.692813829505244,9,71.64091883829595,13.9708454700154
538,57,28,50,21,199,8,13,9.87973268414967,2,8.119091149599047,3,51.70849375739799,18.702315601068563
539,44,11,39,15,28,1,17,9.913604403716802,6,8.079380300142834,4,26.227132248841123,21.407836565662627
540,37,35,34,6,83,7,1,8.120071670344776,1,1.8985266027096914,4,49.89077216741794,29.334446816841275
541,60,34,65,27,177,5,3,5.461688751893165,1,1.101721202536331,10,75.10140127673212,50.84466718612837
542,63,11,35,8,184,4,17,8.791335028783594,3,7.2128726897382665,8,73.67963689042527,10.19553902415058
543,60,6,55,2,166,7,6,4.642174805266229,3,1.5642691882161908,15,32.81571305643542,44.76032589239436
544,35,28,33,14,187,2,12,8.684195825029771,5,8.499374914047237,8,20.622717621517374,0.0
545,52,10,68,15,107,1,14,9.46117674486818,1,7.261894838621052,3,80.23852938368934,48.00632694051789
546,26,32,68,17,150,1,21,6.297000368610611,6,8.418253643652626,1,28.509453310819495,27.5130707950017
547,56,5,64,13,138,1,0,7.783811769898483,7,2.9901267960934605,13,26.58793151714284,0.0
548,44,14,30,2,171,5,10,6.580856392580958,3,3.16598060410569,2,20.21609734673308,21.551101729335013
549,50,31,53,11,102,7,9,6.626590329928771,4,6.712215563463176,17,54.60810607655418,64.66624734451177
550,64,10,65,8,185,2,4,5.86222533464872,3,0.3144595505894754,5,60.26111207206515,0.0
551,32,22,35,27,57,8,15,8.572777722701947,1,7.2649674633742265,10,71.01312369188724,0.6177194990119412
552,39,25,60,6,186,4,10,9.617059384999031,8,8.357830708546013,17,43.68510725700687,20.256315552670344
553,33,33,49,8,73,3,20,9.644505155406767,2,4.15163586604104,11,76.8339773109424,41.80095062645784
554,30,33,53,12,70,8,5,5.048687709249603,1,7.648788300884687,4,33.546548592555325,44.438738146639324
555,31,28,54,17,166,2,8,9.248461897939396,8,1.7461091698226194,8,86.55920424882778,45.42171282502361
556,38,3,65,4,48,3,12,8.424588648562732,7,3.2226039381948466,19,65.74786631123564,43.72871502679217
557,59,16,50,12,137,3,7,5.517024404141735,7,9.743049631104775,17,66.71118586976388,0.0
558,28,34,59,3,97,1,13,4.403707677529088,4,9.863281735601262,18,36.782033102328654,51.8420981365379
559,34,12,53,1,35,6,0,5.607983601306268,9,5.126050530215879,2,25.92869994403106,39.245648370725945
560,61,38,59,15,26,2,16,9.473249420689154,6,9.34269791463877,8,57.17798424645372,0.0
561,63,14,51,8,80,1,4,7.799072049374634,2,5.227306780568545,3,69.24895615378873,7.524034178097659
562,30,28,57,8,22,2,1,8.32632796538723,1,2.915881281611573,16,27.603716692934846,33.36371792636383
563,48,28,36,5,78,6,8,5.542914106654575,1,2.6689928809877186,16,96.04275796225333,7.925196888719439
564,23,10,64,10,35,4,3,8.316328933448922,9,9.295057053681488,1,98.43314881862455,40.629071467827345
565,26,31,57,21,58,6,16,4.168729037667543,4,1.724463889738591,8,63.636535631399354,45.4332404443314
566,50,1,43,23,16,9,16,6.251928074638083,5,5.7963245820181815,8,96.00553242187249,66.68252077830819
567,58,13,39,21,67,8,20,7.760520091253987,3,5.555250680627196,4,34.355619006468245,36.24038817862243
568,59,19,45,0,58,1,17,4.876579393247921,4,7.396216846529949,14,22.03365481436199,36.47395697691546
569,40,21,45,3,112,8,15,8.938021446681608,8,4.992429075247747,14,23.152762823231193,8.219971512093297
570,29,10,60,12,62,9,7,5.410187792871512,4,2.722856607081342,2,67.00099835414233,27.01685763099982
571,22,26,54,22,71,6,10,7.913686676910677,9,1.6939649963157855,18,24.931350674945882,53.892130445401556
572,43,2,42,12,26,5,20,6.431182855451978,9,6.208188035058918,2,96.68364854592697,33.56740491147514
573,38,16,35,12,180,6,20,7.576261572865883,6,7.189907568532331,5,31.354656860751888,0.0
574,28,27,38,1,34,6,17,4.644703315773449,2,5.695212786820326,3,44.37782448423829,34.447259501217125
575,46,28,65,8,140,9,9,4.101476799529644,7,7.383512771211947,12,85.80142415986788,50.44662943204524
576,25,20,49,23,38,4,12,9.457386564281807,9,1.4152120244996014,12,37.49922584832745,0.0
577,57,15,47,7,126,2,16,5.617780052603097,6,8.824701949431354,10,39.43747667636565,50.642321401790625
578,27,36,50,6,169,9,17,8.918062016682754,3,5.82395508408503,4,71.38471646328145,15.845076562971439
579,52,19,33,3,35,2,9,9.996101802833202,7,1.2684392689259716,0,42.086887079140986,37.05748745265133
580,40,5,62,17,133,9,15,5.268587547993467,5,4.61925204205735,8,37.395810720616026,58.43617880051841
581,60,18,56,2,153,2,19,5.591024447100134,1,8.447917378659115,16,40.3342171444526,36.752420389610954
582,48,4,36,27,34,8,4,7.977158725807994,3,8.9756219345316,0,59.25179994725815,53.18604528550796
583,31,2,35,5,63,9,12,9.792691807603727,5,2.6464950499876148,2,97.28798981851857,18.46122935624932
584,47,0,44,11,165,9,17,9.494886089144464,7,7.11265824710453,14,86.57903532489827,0.0
585,40,37,47,11,82,9,16,7.01725312039351,3,0.9998524748377668,9,42.76882116481417,19.842824445179925
586,60,14,61,20,129,2,8,8.770661695160348,6,0.3354587141215781,7,49.06985667984782,54.52331442617209
587,24,33,40,27,65,4,13,4.814475118599407,5,5.603989538199428,11,57.160980040326194,38.67362044593021
588,34,34,49,7,74,7,16,9.864629105224074,1,6.948275793281259,14,98.31437176135923,13.91816257695953
589,49,24,53,21,102,2,3,9.786119404215919,6,7.95786731176502,8,33.791237466857254,5.157652946714938
590,41,23,44,21,95,1,17,4.982373747275026,8,3.4021623845533466,9,48.59864827935063,41.5318660885069
591,49,11,36,0,89,3,19,5.79653874881864,1,0.06525410428886991,19,78.3540875186172,32.13617282095395
592,29,17,50,3,178,4,14,4.600929985040602,2,4.795192371113538,8,97.11549874151547,43.09607601060183
593,62,14,55,20,117,8,10,5.630305593389078,4,0.1585354537356698,14,32.454017021139016,58.137925207452724
594,60,15,43,27,188,6,11,8.895734736491239,2,0.9198451067079993,0,38.19039633554766,21.81382545548373
595,22,26,66,10,127,2,8,6.269893642991557,9,3.266890225317484,1,38.05557395123442,74.98239088476261
596,24,7,50,2,166,9,12,4.53038180288055,8,4.371720495601772,18,21.67456235936588,0.0
597,34,24,47,12,92,2,14,6.053353148673427,8,2.7946944122964856,13,68.32924999847596,52.40483240143095
598,49,16,34,24,156,5,14,9.88830000544768,4,5.818652665047078,7,73.6562459316715,26.413108070282966
599,46,28,32,16,178,4,4,7.778101571555218,5,0.5534978921809519,5,68.20207121002028,31.970602474097273
600,54,7,52,21,182,7,18,6.496965678436947,4,1.4457971023958471,11,25.705839153025146,43.61264643548727
601,59,14,55,21,24,8,19,4.99923108098362,9,6.952584007554336,14,25.538410059650538,31.795025517427554
602,27,26,66,9,140,5,13,9.91706078370217,2,1.4214085359791773,13,36.830924359529924,30.17244751617893
603,53,6,53,20,148,5,16,8.925094055578771,8,6.397752015704224,0,43.22356125591317,15.093184045906607
604,42,2,48,11,190,2,17,5.688863814705517,2,0.5468462075336555,10,82.92349247280379,33.99193921389851
605,37,28,54,14,183,8,20,4.4204121743271365,1,4.073822791191404,2,32.75122125991369,36.22514286772167
606,42,23,50,20,39,2,2,4.339753344265349,3,1.7740947012118236,18,23.52737731180257,59.30484237969496
607,32,2,41,9,66,6,1,4.722268897033203,9,1.0963628253518642,17,51.51900061704441,42.06908703185929
608,58,19,62,13,155,8,0,7.48461150168653,3,5.670327835012276,19,53.31137361135362,31.046919054710806
609,57,14,33,12,188,6,9,9.572580527232954,9,9.283357720056218,1,56.07258705511634,27.93579346167198
610,56,24,36,4,137,4,18,6.980460568035907,7,0.5478704792354883,6,86.15228352215749,41.16376724051319
611,40,29,51,5,57,4,16,9.057672894737184,1,4.215542482180342,7,27.840433189675338,20.82466521125237
612,41,13,62,23,145,6,11,6.675319719158847,5,7.0753543774544365,18,76.31536659375698,46.799772212430405
613,39,6,46,1,31,4,0,8.251501274606952,9,4.62687831687827,14,47.03564568362326,32.71466053143353
614,62,16,53,21,15,8,11,8.391236423719004,3,8.064959461052453,9,44.798410914837596,22.316999969824934
615,35,19,63,16,194,9,16,5.043782235420032,9,1.7964531586413168,0,94.6034500868784,45.41190878872369
616,36,35,57,3,113,1,2,6.167296353854871,5,9.595942050277404,5,39.87748195333936,50.376077405364555
617,52,8,68,13,45,4,10,7.8238129392281435,9,3.851626277725405,12,71.40254682714931,38.05742147531085
618,22,37,51,9,88,4,16,4.424179649106197,6,3.415696329442751,13,42.010220590087364,50.1407345953839
619,24,21,46,2,125,2,2,6.16924112657774,9,8.746057945031659,2,60.571510611230806,0.0
620,37,1,63,24,66,6,7,7.208796797687155,7,5.638670318917666,10,82.90343140770223,59.61891266274834
621,44,23,35,2,58,3,19,9.977346958267832,7,5.164443419028215,2,90.53780188130085,17.09727507292484
622,32,7,35,14,182,7,3,6.847201375734644,8,7.269779195284309,18,87.09577922360403,39.51655981653739
623,33,10,63,5,91,5,20,8.896340542685941,7,5.798342382810904,9,66.57445889157118,32.837284340427786
624,31,12,30,16,75,4,21,6.592403710399706,9,1.6251564475711533,14,39.90530522705777,45.076346643316455
625,53,16,39,11,86,5,6,8.778344335718254,9,6.741976228649297,10,72.89867066094926,0.0
626,37,7,50,21,54,8,13,7.57248880972065,6,1.3346887928212847,14,76.79240366236864,39.16414027972552
627,29,20,34,19,88,3,13,9.31957264901439,7,8.05857705334062,12,20.855359209080113,0.0
628,59,17,31,23,29,7,3,6.465655314100659,2,9.89736597712271,4,55.13684087454997,43.403722378749244
629,33,29,51,28,132,6,15,7.625826518928873,9,3.773876249747763,3,87.46096342574114,39.91301751841751
630,45,17,31,10,76,1,21,7.7801120837129645,1,4.447558982020126,12,59.167007699443786,32.67225091630845
631,49,30,39,24,92,7,0,6.50429765080284,1,0.4643365548281231,8,44.91003537306569,48.50069966678881
632,29,37,63,3,12,7,16,4.865872262124889,3,0.13733188082578285,16,89.74382168197302,42.29037525671655
633,49,31,45,25,191,1,9,4.561356441474013,6,9.214193348763276,1,32.47045580238446,47.63944739661863
634,57,10,68,27,73,9,21,4.100029303597799,5,1.2862406043919206,4,36.51561859329603,44.099654724749975
635,47,24,51,25,49,6,15,9.241205585471288,2,4.457787475594703,15,74.98978935489066,37.55234140790529
636,29,32,41,5,68,2,15,5.418849473432167,9,8.153546238555615,6,48.194875322125995,38.14487153003203
637,49,37,53,0,192,5,7,5.269040495690608,4,8.893187599283195,0,77.04134685870231,30.49678400898344
638,49,7,69,19,71,4,6,8.416212402556393,4,5.193976852834677,11,32.61628970075935,40.07037469546931
639,58,10,67,22,141,7,5,5.9200966785243505,5,5.650325249759498,10,40.181527168067674,0.0
640,62,21,39,27,69,8,15,7.03626815447102,8,6.696839724632725,11,32.53179026909068,40.74808880429819
641,57,23,64,15,125,1,19,4.975066391784738,4,9.613824701437153,18,96.23282508508078,47.84084050444329
642,48,16,61,14,84,5,15,9.758474328771815,5,6.026699609445051,11,52.432316868073926,38.21171666718712
643,38,11,36,16,131,3,6,9.109488400103423,4,5.594752594563462,11,46.97759279281808,49.564088818292724
644,30,31,50,7,116,1,8,9.18273773779002,6,0.14534135265990678,13,21.136172493661178,35.67320859128981
645,54,14,49,27,105,3,13,6.4406424914320315,3,0.8094970202235607,1,32.27340635287099,42.34705666927779
646,41,15,55,25,100,6,10,8.574167282243037,8,5.771716266239962,1,53.69086849939996,0.0
647,34,21,33,11,167,7,13,4.863256932338681,6,9.362403878072032,3,25.480223405751524,57.56649616422485
648,49,27,51,26,139,8,6,4.051714015550681,5,8.66691348399395,19,60.859146360497355,20.381650550111743
649,50,19,44,21,71,4,0,4.1198375954681685,2,9.825789229922046,15,56.401235077155825,40.103070881905694
650,34,32,69,20,58,3,12,7.519610424427363,7,5.27834037561274,9,81.37345122754816,34.650917457690085
651,56,9,50,9,146,5,19,6.732369431487645,2,7.8793093843776685,12,72.78421611202532,33.62451622702281
652,27,39,44,26,101,9,2,7.108092093451118,1,8.404003314893405,1,55.6757844256459,10.754877369579921
653,39,31,51,14,168,6,19,4.044778842503316,7,6.480316573308618,2,37.972856008405714,58.732688366996264
654,26,32,57,29,133,9,3,6.536119717944555,5,3.3874990421450724,18,78.1490852814245,29.694507688500437
655,46,1,43,8,70,6,10,8.308408967205164,1,4.699784346577944,5,76.62896827633634,46.472989931901445
656,23,32,56,1,57,2,1,6.656162211804615,4,8.579170722435677,18,32.26369284123099,20.766266970208438
657,31,32,69,4,162,5,13,8.393315237873335,4,2.9854792598216395,19,93.18014651403222,54.7594189320611
658,51,12,57,5,173,9,11,5.398113786381009,7,9.237431312666486,18,25.152409281203454,27.65281107554577
659,26,29,55,6,145,8,16,8.878852026890353,9,2.298063414226651,7,24.403016711417294,30.13566084956985
660,54,32,31,20,67,7,11,7.530587442720714,2,7.495164151567807,13,34.988033412994156,26.4506759161686
661,22,12,54,24,110,1,11,5.264578596579438,1,6.305592343457383,9,92.7568638439017,27.164060612837282
662,39,25,32,0,121,4,0,5.420322855122998,2,7.495994411207622,2,61.599849922953744,16.892561682284263
663,53,21,37,22,182,7,12,7.7681827874172225,7,4.373475724325948,5,83.03527365383201,22.210947762152667
664,32,38,62,25,71,7,13,8.97963755927466,6,9.326410625539847,14,38.22745504612005,38.60732924536261
665,42,1,64,6,48,6,1,6.4937666921749315,4,6.324722024114774,17,59.21775797229927,40.23412026521397
666,47,37,35,19,67,8,11,5.549802574765553,1,2.882958045542563,13,48.663157089910584,37.18200393594823
667,46,38,68,24,108,6,20,9.202069641463602,1,6.384550706521437,18,86.22628856529542,29.290782374406398
668,43,25,52,29,53,3,15,8.01560975050501,5,2.868157472070312,9,21.80835514873813,47.5733166495772
669,48,14,54,11,38,4,3,6.688512923698459,1,2.936323917598742,14,39.507418397288426,54.143264239964445
670,34,33,48,15,68,3,7,6.927401171675811,7,3.9959851162086792,3,32.2059379441903,48.46976791762018
671,54,39,34,15,80,1,1,5.225538807618379,1,8.52430417569119,1,88.73512309772555,27.727275536522924
672,55,10,40,10,101,5,9,7.760815780389064,1,5.00297874393992,2,57.403507975501256,11.033205549972543
673,62,2,41,20,18,1,8,6.152455063257332,2,6.789008422302074,6,52.337603511457296,0.0
674,56,5,39,3,136,1,14,9.973871060046095,3,3.91967740274463,15,55.958620968086386,24.42267219154372
675,22,8,37,12,143,2,12,6.8811010915713275,1,2.6360543980688145,9,97.75396405618682,3.313321679629579
676,42,5,53,6,166,4,16,6.915313637137679,9,9.546401607162313,18,88.02139154687393,33.4257342999599
677,27,8,57,3,195,6,15,7.395110724464031,8,6.035812471230626,16,76.5095017480246,59.91575869970785
678,49,38,65,14,154,8,1,9.50053601871248,5,9.339513385827182,18,43.23831673786037,0.0
679,38,30,66,18,153,3,19,8.804908599158502,2,2.0341300219831506,4,33.21383996147582,0.0
680,26,31,50,8,140,1,19,6.706780418787049,5,1.4689416391293275,19,93.71469032195627,50.86812075511638
681,52,11,37,10,30,3,13,8.312195595836776,6,8.558229071239037,12,53.84604182371863,0.0
682,26,7,38,7,73,3,2,7.517412992684569,1,6.809172126172514,12,42.30046395749034,32.97441749804781
683,59,7,44,0,99,5,11,6.954202292207493,4,1.8657849925364134,10,57.67366611341083,0.0
684,24,27,69,22,45,4,7,5.153894636706103,9,2.6935970066353776,10,93.42779382562817,40.98439276067422
685,44,19,47,24,71,4,1,6.783617580729345,2,8.006639415253112,15,50.96538507130346,17.370720426155273
686,58,6,49,23,179,9,3,5.474911522135448,5,4.538686199959361,14,65.01127977984795,51.37438445869496
687,58,10,35,7,85,7,13,9.489052899109929,1,6.7054050650609085,16,84.23730408868535,3.9608060257709434
688,31,19,41,12,179,4,15,6.012440880978081,4,3.1835202213601086,17,54.1706024838713,50.4476584322116
689,31,15,31,21,198,3,18,9.713584087200234,4,3.812299527748767,18,38.68334415410946,9.964091330517652
690,40,3,36,26,22,6,1,7.198331740568268,6,9.90712558623105,3,99.56205987064267,56.52308009236457
691,38,5,45,3,20,3,11,7.789266272056961,9,2.4761708717471853,4,96.52566859617278,48.53524813403385
692,42,21,32,7,63,6,13,7.257642666935967,3,5.06456377036514,6,87.47833353004113,0.0
693,35,25,32,2,25,9,5,4.776283701800205,9,8.444023431905322,1,75.06991035087381,61.82659145997949
694,30,2,56,28,17,6,12,6.254927314047646,6,2.3922321366585795,0,43.589250245575755,61.543605195997834
695,22,13,69,8,113,4,3,4.594876673665744,7,4.152137566843307,11,93.07303505312257,56.639922403141995
696,34,10,67,28,68,5,21,7.73772426510029,2,6.150912873699883,9,42.0445336096983,10.956477457472165
697,25,17,62,1,66,6,17,6.681245171202633,6,4.811881514751025,7,84.06475957414659,31.162594941201586
698,22,11,57,1,49,3,11,8.667909829425621,6,4.5950226657031745,0,93.46065343530451,51.71634659379036
699,61,22,30,27,196,8,19,5.322822885996219,2,3.625097313221236,11,68.24030723439293,16.765954823674207
700,53,11,37,12,139,4,21,4.9873963505760095,2,5.866463277749251,1,84.2444974312943,23.979196746270155
701,55,12,66,14,103,8,20,6.437993385782606,2,6.2437269792361025,9,83.33560793613972,25.029822743708216
702,49,24,61,27,147,3,18,9.559512299310287,1,6.532895409013626,16,35.45262008967839,0.0
703,52,18,66,22,53,7,7,8.262530890074471,5,0.7036810790602932,2,73.43395788768677,58.84416885869674
704,29,35,33,11,148,9,6,6.513541748757512,8,6.310341757120489,6,27.477434952355484,48.8747876498543
705,60,7,59,25,89,4,15,7.103633018525864,2,9.532371787812329,11,60.62801145099851,21.61625472478905
706,47,28,35,3,90,8,18,4.50527806706259,5,5.409862355280836,7,32.9788438512462,43.706820312592896
707,55,31,48,25,11,3,5,9.907455378256678,8,7.152670825092443,19,53.30795990371453,17.48045147358042
708,24,17,61,7,187,7,19,7.998443828169513,5,5.567323077592178,11,86.63856597587501,0.0
709,33,5,38,8,149,3,20,5.712424410780535,2,8.547406185919787,2,98.97342717041636,38.67405427131912
710,22,17,41,22,124,7,10,7.5148503652914656,3,9.29583094597569,16,45.43678653276942,44.587673190233424
711,26,18,40,4,99,6,4,4.656894196413964,6,1.842198992963593,8,62.55645590265413,11.174610611084153
712,51,21,45,23,32,2,15,9.795020012845502,5,4.3686003655712655,9,60.90384194963909,32.17336997344247
713,51,36,30,19,155,3,6,5.048709927300195,4,3.923821009327213,5,96.35212078648527,58.46380372537143
714,38,31,50,17,71,6,4,7.888181908331285,4,4.052151232992786,0,58.28669859462188,0.0
715,44,2,59,10,122,4,10,5.472726775233583,5,1.255241812278759,11,75.92849643197582,0.0
716,36,27,42,14,137,6,14,8.305368295891213,2,8.136157259807193,4,93.74313864868209,0.0
717,58,9,63,27,71,1,2,8.660928203441687,9,0.3576624301493525,12,49.87028476294721,67.05131157804063
718,42,34,33,21,47,1,4,8.040518373468597,2,5.282266077271569,14,92.16977905963101,20.364676560887848
719,35,28,57,8,175,3,20,7.686996761531155,2,6.618783880446912,10,93.39649775128107,32.06148335898527
720,23,14,67,16,70,8,4,9.35481456371207,9,2.074694380588772,7,94.45300031737045,35.93507153215512
721,32,32,60,26,138,8,8,4.471760265938548,3,9.058501920987956,4,41.63569483771411,44.235030041890134
722,60,6,56,25,182,4,14,5.985488594681171,7,8.385492070247931,1,52.02844754159668,62.58556642877208
723,59,11,34,11,165,6,2,5.489724877785076,4,4.710837294839253,11,89.63167265805615,0.0
724,55,29,54,6,158,8,5,9.92808377239253,6,4.111489323401387,1,48.7329459424335,34.05660020939529
725,59,20,32,9,131,7,16,6.3363386780012405,4,2.3656792521110006,15,68.02024263468041,41.15944155612303
726,55,30,62,24,119,7,20,8.395676195442393,7,7.299932246449636,2,29.444360580804158,25.775895240404175
727,39,23,33,25,22,4,7,8.108350983286027,1,1.3174379963196414,9,24.50199904889926,30.676446703804494
728,51,19,54,24,164,9,20,5.272487424864266,3,6.80237753843783,18,52.959519159373805,68.6365056917677
729,36,36,49,9,109,6,10,5.433986081269308,3,8.424569861184136,7,66.3133226074174,9.31312501732332
730,48,3,63,26,144,3,5,5.687707381318205,1,2.284715759170237,6,51.41592906871531,39.42800471517322
731,55,27,55,12,31,5,7,6.466763669556276,6,8.664274028987561,0,66.21886161286736,41.12720940107314
732,59,19,34,18,83,5,9,5.405950393903161,9,0.33323199439508455,11,61.206750093742805,39.26274748086317
733,54,23,64,10,190,5,2,4.117908896481087,8,9.127873853865253,4,74.85657834288607,90.07106596339369
734,45,31,57,12,141,8,13,9.276358340843172,7,1.1836222785129802,15,71.9625944852312,47.40584291659848
735,36,35,58,20,32,9,13,9.793658988285305,8,6.457591779380326,3,53.939656256526405,18.792723307014274
736,51,33,38,7,128,9,9,6.0494223221894075,6,2.500824689139418,16,53.99961923358906,3.924229175582429
737,63,35,67,7,79,6,11,6.031041276552838,9,8.365523911696137,1,31.26226720097856,49.21101083819958
738,38,1,35,3,93,6,5,4.042550876646226,3,5.123003609154665,11,61.05908576771674,26.486332342116686
739,26,14,48,14,110,9,11,8.081504129982244,9,1.3524119124650136,0,66.97433025085573,60.32730535675916
740,50,33,40,27,93,4,13,8.952639374491772,4,5.709915713259784,11,58.1191517883061,25.48550240685503
741,25,35,31,10,170,6,1,4.879649802160019,7,4.078826101969831,11,46.05658680695992,30.746774782587163
742,31,5,38,10,37,4,8,4.957998096202904,9,6.614478166131011,11,77.73188354013887,31.36181923618696
743,38,38,50,0,145,1,9,8.740499499828626,2,8.819032847634595,18,25.972931571617927,40.62735601023302
744,31,11,53,16,10,7,16,7.697744490124868,2,4.093891311834184,16,93.15522958032378,41.89549306036311
745,38,2,63,14,174,6,16,4.269163345766302,9,2.8988067953385963,19,21.651475163663463,79.81763569710884
746,41,17,51,19,72,9,2,7.73528194277369,3,0.14515094527608796,10,96.98801067506223,0.0
747,45,39,32,5,31,7,18,5.853506337062596,9,5.748390378598749,12,56.988448074773,49.40203495954025
748,26,20,41,23,79,7,0,6.212350932825076,5,4.022747674314335,7,53.013595520283296,0.0
749,55,14,57,21,134,2,11,8.618388509781282,6,3.7464921901482873,9,40.51552139705505,48.5147383313519
750,27,32,59,27,158,9,6,8.865611156035664,2,1.8293532128421253,7,20.80569078658265,30.258751611369085
751,23,34,55,24,105,9,3,6.402139761038984,8,4.300553451912743,19,41.98322115374398,0.0
752,34,25,50,14,172,6,9,9.682917616038129,9,9.844419535833683,7,28.751994036826716,0.0
753,64,7,57,8,88,3,12,6.438776307712433,2,2.9775415367224434,8,72.78566741547158,38.47277362762333
754,64,35,55,13,14,1,1,8.63101621138066,6,5.997044134081002,6,45.5259977856581,22.638260962188365
755,32,29,62,17,69,4,9,6.903263587385554,6,7.764868813156668,13,81.37434627229293,7.971891099918596
756,44,22,50,25,129,3,20,9.385193959132504,8,7.491578231765317,1,36.553294987689355,0.0
757,37,13,64,16,55,1,21,9.446567461901072,5,3.2877428749259074,10,92.01878859456876,44.11921400961112
758,52,13,63,17,187,3,3,4.524500847226503,9,6.108600835168504,7,61.8385212084666,29.78217375161134
759,32,1,47,4,185,4,17,9.618959987861354,1,8.712646852701573,12,29.160495717518515,0.0
760,37,36,40,19,143,8,4,8.953209049122494,9,0.15447427733077945,14,52.067618852278315,57.13453549471661
761,29,4,52,19,65,9,18,8.747864285876002,7,4.357343568433077,2,36.540841925580935,0.0
762,25,37,51,8,119,3,1,5.205468038113135,4,2.2427341824190528,13,35.974834093454334,30.469023039804153
763,61,13,46,10,196,6,11,8.83071525252799,3,3.8863229039883898,14,60.509579012176715,20.107010576654677
764,25,38,34,23,166,5,16,9.10079640811022,6,4.159896079752416,1,73.75136125090981,21.86997267726031
765,46,24,40,21,113,6,9,5.734902006724906,1,7.46670964786637,18,92.92945644027425,45.96230742837854
766,24,19,59,0,86,4,1,9.713560470173942,3,0.9382187239544315,11,60.17296086109227,41.91227798813087
767,53,1,44,17,155,6,5,4.299160878394986,2,5.125839031325104,19,97.26710200466641,82.38063309591023
768,24,38,56,5,11,7,7,4.899455519482838,9,5.641947917987453,3,95.33078816586949,21.546137357537212
769,48,5,64,26,17,9,18,7.225486828309085,3,4.941576035518044,2,89.20500239874883,40.25573184517927
770,50,16,62,1,84,7,10,7.454754826733858,2,7.3187325306272015,4,59.998181196993485,5.328051512390169
771,53,24,49,14,191,6,11,7.870900499805421,4,3.8379125590684735,2,31.272315495038683,44.53455476243569
772,40,27,45,28,134,1,8,4.101814775892799,2,9.44967063640076,14,37.43235758523079,54.09921170357609
773,42,1,63,25,47,2,1,9.762200647732781,1,4.818034425389413,18,71.81360021695805,54.55805570680077
774,26,34,31,20,185,1,7,4.267528556404864,6,5.712139096147975,1,53.74039842273569,42.246870905811704
775,39,36,64,13,36,9,10,4.8583717163404145,8,8.255308233467494,11,31.744130540319713,17.39912191176553
776,49,4,69,4,29,9,20,4.084087105156342,2,2.752361059311225,4,58.31951469114483,0.0
777,63,0,57,5,149,7,3,7.401150599764568,9,0.7520202876280246,16,21.394443640163672,51.64695162332594
778,43,39,68,5,52,2,9,9.593601303525833,3,7.0778397836248255,13,78.71162967196746,17.01096313729839
779,42,11,35,29,198,6,20,7.995682996482786,8,4.830118555483787,9,25.886503559175267,30.605994000472627
780,27,35,38,21,40,4,19,8.935944810882564,8,8.965042509589948,2,70.32908959296952,9.039350944262942
781,22,22,49,29,100,1,15,4.079687220751481,3,9.826800487224341,3,83.44082461004795,0.0
782,26,30,30,17,70,1,7,7.252091790878357,3,3.991093505747292,5,30.611509956317242,44.51567555810651
783,62,10,37,13,118,5,3,6.757377865033131,6,4.154390162596608,15,61.491095253281,46.05460937668994
784,33,9,52,9,100,2,9,6.993807665324758,1,4.079626022057265,6,82.32540114875758,14.757562173084215
785,47,2,32,13,172,4,11,4.433279112011128,4,3.2455410973092613,14,40.85067638056011,28.996483908091935
786,55,13,33,12,104,1,13,8.106612166415845,1,7.816870977663974,19,33.033327440129526,24.622978377932526
787,35,15,54,29,152,4,15,7.019322489151807,3,7.589957624907276,10,46.94552887739655,39.609600930431284
788,47,9,67,2,153,6,21,8.590893099167584,9,4.786448705505249,0,64.37593412666527,0.0
789,48,28,44,29,22,4,17,6.911743804370293,5,0.4466121637889875,4,66.02236758838,0.0
790,30,9,50,5,122,1,20,4.896289817358593,5,3.095593015130734,12,30.47010667661496,43.384449133751346
791,47,11,64,28,44,7,21,7.889541724466932,4,2.923030465548375,13,56.60550781391773,3.703668720375955
792,43,29,43,7,196,2,20,5.034318172630997,3,8.110872462002584,8,41.46257564315903,26.578277197269415
793,51,0,65,11,158,9,11,9.234367380128889,5,0.8757557341617472,16,87.36193744519606,31.38493986385747
794,64,4,41,12,191,3,17,7.678697434415449,4,8.056753790427042,14,45.086010565122464,0.0
795,38,19,46,10,167,8,6,4.9432233013417255,8,6.69183652199143,6,87.09636196270877,52.190993782324966
796,47,7,68,11,57,8,19,9.774028344887242,4,7.3244145913044925,11,54.28516900814337,7.658972982559201
797,57,11,38,0,44,3,6,7.110192780011924,8,4.322131875850235,5,78.12686126611626,41.879462529068476
798,22,0,64,16,95,4,8,4.43739071122993,6,6.797257960017582,15,60.804818283531496,0.0
799,29,19,42,15,175,2,0,7.760997426490404,5,6.090289447069158,4,69.75700993047812,34.253583108575896
800,56,27,44,10,168,4,5,5.519193442076862,4,7.689801952286295,8,51.62852086891065,26.50480916211559
801,36,36,47,12,161,9,5,8.822160711263814,4,4.467698344682521,13,81.45654142459927,30.84945103564273
802,43,36,62,17,123,2,21,8.906932441397144,4,4.728256248963024,7,54.015150685892664,53.559314986219206
803,35,11,35,10,186,3,11,9.87368413512797,9,6.435762227398202,13,56.59693172686575,0.0
